Emissão/Remoção/Bunker;Gás;Setor de emissão;Categoria emissora;Sub-categoria emissora;Produto ou sistema;Detalhamento;Recorte;Atividade geral;Estado;Bioma;2019;2020;2021;2022;2023
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Maranhão;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Minas Gerais;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Pará;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Paraíba;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Paraná;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Pernambuco;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Piauí;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Norte;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rondônia;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;São Paulo;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Sergipe;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Tocantins;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Sul;Pampa;58;791;603;505;439
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;GLP;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso;Pantanal;2;2;2;2;3
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Lenha;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Amapá;Amazônia; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Maranhão;Amazônia;71729;72058;77962;26475;32756
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Pará;Amazônia;73971;63405;79345;29264;33409
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Bahia;Caatinga;27399;29290;34871;16634;9264
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Ceará;Caatinga; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Distrito Federal;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Goiás;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Mato Grosso do Sul;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Minas Gerais;Cerrado;3071;2735;153; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;São Paulo;Cerrado;73;25;27;5;28
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Bahia;Mata Atlântica;3780; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Espírito Santo;Mata Atlântica;291;963; -   ;40; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Mato Grosso do Sul;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Minas Gerais;Mata Atlântica; -   ;15; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Paraná;Mata Atlântica;1388;1397;1135;532;1963
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio de Janeiro;Mata Atlântica;141; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio Grande do Sul;Mata Atlântica;703;979;1292;280;129
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Santa Catarina;Mata Atlântica;81;366;325;115;678
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;São Paulo;Mata Atlântica;2272;743; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Bahia;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Goiás;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Maranhão;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Mato Grosso;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Minas Gerais;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Pará;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Paraíba;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Paraná;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Pernambuco;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Piauí;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio Grande do Norte;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio Grande do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;São Paulo;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Sergipe;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio Grande do Sul;Pampa;247;295;292;63;29
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Amapá;Amazônia; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Amazonas;Amazônia; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Maranhão;Amazônia;149481;156988;119628;155725;139402
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Pará;Amazônia;154154;138136;121749;172131;142184
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Bahia;Caatinga;57099;63811;53507;97841;39427
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Ceará;Caatinga; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Distrito Federal;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Goiás;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso do Sul;Cerrado; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Minas Gerais;Cerrado;6399;5959;235; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;São Paulo;Cerrado;152;55;42;31;119
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Bahia;Mata Atlântica;7878; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Espírito Santo;Mata Atlântica;607;2098; -   ;237; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso do Sul;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Minas Gerais;Mata Atlântica; -   ;32; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Paraná;Mata Atlântica;2893;3043;1741;3127;8355
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio de Janeiro;Mata Atlântica;295; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Sul;Mata Atlântica;1464;2132;1983;1647;548
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Santa Catarina;Mata Atlântica;168;796;499;678;2886
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;São Paulo;Mata Atlântica;4734;1618; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Bahia;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Goiás;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Maranhão;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Mato Grosso;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Minas Gerais;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Pará;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Paraíba;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Paraná;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Pernambuco;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Piauí;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Norte;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;São Paulo;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Sergipe;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Óleo combustível;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Rio Grande do Sul;Pampa;515;644;448;372;124
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Mineração e pelotização;Querosene iluminante;Consumo final energético;Emissões pela queima de combustíveis;Outras matérias primas e indústrias;Não Alocado;NA;2095;2358;2589;3098;402
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Biodiesel;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Não Alocado;NA;0;0;0;0;0
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Biodiesel;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA;8;9;9;10;13
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Carvão vapor 4500;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Carvão vapor 5200;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Carvão vapor 6000;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Não Alocado;NA;653888;656539;690112;690112;727965
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Carvão vapor 6000;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA;2555470;2798398;2841202;2693049;2649376
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Carvão vapor sem especificação;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Diesel de petróleo;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Não Alocado;NA;1150;1139;1142;1154;1135
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Diesel de petróleo;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA;37037;37230;39468;44840;50858
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás canalizado RJ;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Rio de Janeiro;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás canalizado SP;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;São Paulo;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Ceará;Caatinga; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Espírito Santo;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio de Janeiro;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Santa Catarina;Mata Atlântica; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Bahia;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Mato Grosso do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Minas Gerais;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Paraná;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Pernambuco;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;Rio Grande do Sul;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Centrais elétricas autoprodutoras;Emissões pela queima de combustíveis;Geração de eletricidade;São Paulo;NA; -   ; -   ; -   ; -   ; -   
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Ceará;Caatinga;44238;34004;61705;53659;51591
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Espírito Santo;Mata Atlântica;380;292;530;461;443
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Rio de Janeiro;Mata Atlântica;54409;41822;75892;65996;63453
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Santa Catarina;Mata Atlântica;145632;111941;203135;176646;169840
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Bahia;NA;132915;102166;185396;161221;155009
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Mato Grosso do Sul;NA;4178;3212;5828;5068;4873
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Minas Gerais;NA;93820;72116;130865;113800;109415
Emissão;CO2e (t) GTP-AR6;Energia;Industrial;Não ferrosos e outros da metalurgia;Gás natural seco;Consumo final energético;Emissões pela queima de combustíveis;Metalurgia;Não Alocado;NA; -   ; -   ; -   ; -   ; -   
