NOME;NOME FANTASIA;CNPJ;ESTADO;ANO;Relatório;ESCOPO;Categoria;Emissões (tCO2e);Emissões de CO2 biogênico (t);Remoções de CO2 biogênico (t);Gás
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Controle Operacional;Escopo 1;Mudanças no uso do solo;97136,54;0,00;84201,40;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Participação Societária;Escopo 1;Combustão móvel;53939,07;6192,78;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Participação Societária;Escopo 1;Combustão estacionária;37348,77;4366,79;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;31,86;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Participação Societária;Escopo 1;Fugitivas;487,29;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2021;Participação Societária;Escopo 1;Mudanças no uso do solo;97136,54;0,00;84201,40;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Controle Operacional;Escopo 1;Combustão móvel;5779,07;694,91;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Controle Operacional;Escopo 1;Combustão estacionária;2056034,24;150,34;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Controle Operacional;Escopo 1;Fugitivas;521,46;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Controle Operacional;Escopo 1;Mudanças no uso do solo;50194,90;0,00;8909,90;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;46944,37;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Participação Societária;Escopo 1;Combustão móvel;5779,07;694,91;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Participação Societária;Escopo 1;Combustão estacionária;2056034,24;150,34;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Participação Societária;Escopo 1;Fugitivas;521,46;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Participação Societária;Escopo 1;Mudanças no uso do solo;50194,90;0,00;8909,90;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2021;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;46944,37;0,00;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2021;Controle Operacional;Escopo 1;Combustão móvel;462,99;53,74;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2021;Participação Societária;Escopo 1;Combustão móvel;462,99;53,74;0,00;
Alcoa Alumínio S.A. São Paulo;Alcoa São Paulo;48.879.175/0001-47;SP;2021;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;5,04;0,00;0,00;
Alcoa Alumínio S.A. São Paulo;Alcoa São Paulo;48.879.175/0001-47;SP;2021;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;5,04;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Controle Operacional;Escopo 1;Combustão móvel;885,28;63,99;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Controle Operacional;Escopo 1;Combustão estacionária;89245,77;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;265,71;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Controle Operacional;Escopo 1;Fugitivas;480,27;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;15583,63;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Participação Societária;Escopo 1;Combustão móvel;885,28;63,99;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Participação Societária;Escopo 1;Combustão estacionária;89245,77;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;265,71;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Participação Societária;Escopo 1;Fugitivas;480,27;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2021;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;15583,63;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 1;Combustão móvel;63673,17;7411,25;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 1;Combustão estacionária;2247420,55;4566,52;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;138,33;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 1;Fugitivas;1523,77;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 1;Mudanças no uso do solo;438737,45;0,00;133409,04;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;30586,73;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Combustão móvel;39692,91;4476,81;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Combustão estacionária;800223,28;2319,76;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;424,69;0,57;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Fugitivas;1075,12;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Atividades agrícolas;6,75;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 1;Mudanças no uso do solo;239692,12;0,00;72673,15;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2020;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;15013,47;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Combustão móvel;99064,01;10428,67;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Combustão estacionária;175584,89;2401,21;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;2837,73;5,31;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Fugitivas;4014,61;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Atividades agrícolas;63,10;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 1;Mudanças no uso do solo;366595,93;0,00;109496,92;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2020;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;0,23;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Controle Operacional;Escopo 1;Combustão móvel;57690,53;6720,43;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Controle Operacional;Escopo 1;Combustão estacionária;36918,56;4388,36;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;31,83;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Controle Operacional;Escopo 1;Mudanças no uso do solo;438737,45;0,00;133409,04;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Participação Societária;Escopo 1;Combustão móvel;57690,53;6720,43;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Participação Societária;Escopo 1;Combustão estacionária;36918,56;4388,36;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;31,83;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2020;Participação Societária;Escopo 1;Mudanças no uso do solo;438737,45;0,00;133409,04;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Controle Operacional;Escopo 1;Combustão móvel;4803,32;592,87;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Controle Operacional;Escopo 1;Combustão estacionária;2135776,87;178,16;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Controle Operacional;Escopo 1;Fugitivas;1297,74;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;23003,54;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Participação Societária;Escopo 1;Combustão móvel;57690,53;6720,43;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Participação Societária;Escopo 1;Combustão estacionária;36918,56;4388,36;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;31,83;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-93;MA;2020;Participação Societária;Escopo 1;Mudanças no uso do solo;438737,45;0,00;133409,04;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2020;Controle Operacional;Escopo 1;Combustão móvel;18,10;3,11;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2020;Controle Operacional;Escopo 1;Combustão estacionária;0,99;0,11;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2020;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;0,68;0,00;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2020;Controle Operacional;Escopo 1;Fugitivas;1,80;0,00;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2020;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;0,25;0,00;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2020;Controle Operacional;Escopo 1;Combustão móvel;297,08;35,16;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2020;Participação Societária;Escopo 1;Combustão móvel;297,08;35,16;0,00;
Alcoa Alumínio S.A. São Paulo;Alcoa São Paulo;48.879.175/0001-47;SP;2020;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;2,22;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Combustão móvel;882,23;62,79;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Combustão estacionária;74725,12;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;106,51;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Fugitivas;226,03;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;7580,98;0,00;0,00;
Alcoa Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Combustão móvel;882,23;62,79;0,00;
Alcoa Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Combustão estacionária;74725,12;0,00;0,00;
Alcoa Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;106,51;0,00;0,00;
Alcoa Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Fugitivas;226,03;0,00;0,00;
Alcoa Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;7580,98;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 1;Combustão móvel;54672,33;5796,86;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 1;Combustão estacionária;2172289,95;4324,76;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;971,31;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 1;Fugitivas;4851,37;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 1;Mudanças no uso do solo;399852,10;0,00;88529,50;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;38217,88;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Combustão móvel;34635,89;3547,46;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Combustão estacionária;794598,98;2240,03;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;811,31;0,50;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Fugitivas;2591,31;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Mudanças no uso do solo;209584,68;0,00;51240,03;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 1;Atividades agrícolas;3,59;0,00;0,00;
Alcoa Alumínio S.A.;Alcoa;23.637.697/0135-13;SP;2021;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;16779,64;0,00;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2019;Controle Operacional;Escopo 1;Combustão móvel;23,91;4,46;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2019;Controle Operacional;Escopo 1;Combustão estacionária;9,15;0,99;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2019;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;0,76;0,00;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2019;Controle Operacional;Escopo 1;Fugitivas;0,03;0,00;0,00;
BAESA - Energética Barra Grande S.A.;BAESA;04.781.143/0001-39;RS;2019;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;0,31;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Controle Operacional;Escopo 1;Combustão móvel;48501,85;5154,50;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Controle Operacional;Escopo 1;Combustão estacionária;37438,52;4012,42;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;33,70;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Controle Operacional;Escopo 1;Fugitivas;3062,58;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Controle Operacional;Escopo 1;Mudanças no uso do solo;399852,10;0,00;88529,50;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Participação Societária;Escopo 1;Combustão móvel;48501,85;5154,50;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Participação Societária;Escopo 1;Combustão estacionária;37438,52;4012,42;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;33,70;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Participação Societária;Escopo 1;Fugitivas;3062,58;0,00;0,00;
Alcoa World Alumina Brasil Ltda.;Alcoa Juruti;06.167.730/0005-91;PA;2019;Participação Societária;Escopo 1;Mudanças no uso do solo;399852,10;0,00;88529,50;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Controle Operacional;Escopo 1;Combustão móvel;4368,33;484,64;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Controle Operacional;Escopo 1;Combustão estacionária;2036118,86;312,35;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;670,20;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Controle Operacional;Escopo 1;Fugitivas;1318,63;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;31666,84;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Participação Societária;Escopo 1;Combustão móvel;4368,33;484,64;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Participação Societária;Escopo 1;Combustão estacionária;2036118,86;312,35;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;670,20;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Participação Societária;Escopo 1;Fugitivas;1318,63;0,00;0,00;
Consórcio de Alumínio do Maranhão;Consórcio Alumar;00.655.209/0001-95;MA;2019;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;31666,84;0,00;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2019;Controle Operacional;Escopo 1;Combustão móvel;343,84;36,52;0,00;
Companhia Geral de Minas;CGM;60.580.396/0001-15;MG;2019;Participação Societária;Escopo 1;Combustão móvel;343,84;36,52;0,00;
Alcoa Alumínio S.A. São Paulo;Alcoa São Paulo;48.879.175/0001-47;SP;2019;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;3,64;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Combustão móvel;86504,85;8191,90;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Combustão estacionária;197256,87;2853,63;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;2915,85;4,68;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Fugitivas;2765,39;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Atividades agrícolas;33,59;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 1;Mudanças no uso do solo;251190,56;0,00;100861,09;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;0,73;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Combustão móvel;86504,85;8191,90;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Combustão estacionária;197256,87;2853,63;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;2915,85;4,68;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Fugitivas;2765,39;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Atividades agrícolas;33,59;0,00;0,00;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 1;Mudanças no uso do solo;251190,56;0,00;100861,09;
Mineração Rio do Norte ;MRN;04.932.216/0001-46;PA;2019;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;0,73;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Combustão móvel;1458,31;121,20;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Combustão estacionária;98732,57;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Resíduos sólidos e efluentes líquidos;267,41;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 1;Fugitivas;470,16;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Controle Operacional;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;6547,39;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Combustão móvel;1458,31;121,20;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Combustão estacionária;98732,57;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Resíduos sólidos e efluentes líquidos;267,41;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 1;Fugitivas;470,16;0,00;0,00;
Alcoa Alumínio S.A. Poços de Caldas;Alcoa Poços de Caldas;23.637.697/0001-01;MG;2023;Participação Societária;Escopo 2;Aquisição de energia elétrica - Abordagem baseada na localização;6547,39;0,00;0,00;
